Scaffold ID,Scaffold Original ID,Scaffold Name,IMG Genome ID (IMG Taxon ID),Genome Name / Sample Name,Scaffold Topology,NCBI Molecular Type,Scaffold Gene Count,Scaffold Nucleotide Length (bp),Scaffold GC Content,Scaffold Read Depth,NCBI Domain,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,NCBI Lineage,NCBI Lineage Percentage,GTDB Domain,GTDB Phylum,GTDB Class,GTDB Order,GTDB Family,GTDB Genus,GTDB Species,GTDB Lineage,GTDB Lineage Percentage,In MetaBAT Bins,MetaBAT Bins,In EukCC Bins,EukCC Bins,Topology,vOTU,Viral Lineage,Quality,Completeness,High Confidence,Predicted Host Lineage,UViG ID,UViG Count,Topology,pOTU,MPF,Source,geNomad Score,Predicted Host Lineage,Plasmid ID,Plasmid Count,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Specific Ecosystem,Habitat,Host Name
2547139999,,Methanobrevibacter smithii TS96C : METSMITS96CDRAFT_AEMD01000041_1.41,2547132071,Methanobrevibacter smithii TS96C,linear,genomic DNA,33,28429,33.07,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter smithii,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A smithii,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A smithii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551467347,,Methanobrevibacter sp. JH1 : NoneDRAFT_BAGX02000020_1.20,2551306657,Methanobrevibacter boviskoreani JH1,linear,genomic DNA,352,379907,29.6,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter boviskoreani,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter boviskoreani,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_B,Methanobrevibacter_B boviskoreani,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_B; Methanobrevibacter_B boviskoreani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554308983,,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1 : CP005934,2554235424,Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,circular,Chromosome,1876,1931651,41.26,1,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Candidatus Methanomassiliicoccus intestinalis,Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus; Candidatus Methanomassiliicoccus intestinalis,,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus_A,Methanomassiliicoccus_A intestinalis,Archaea; Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus_A; Methanomassiliicoccus_A intestinalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554312380,,Methanocaldococcus villosus KIN24-T80 : APMM01000014,2554235511,Methanocaldococcus villosus KIN24-T80,linear,genomic DNA,46,39791,30.9,1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus villosus,Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus; Methanocaldococcus villosus,,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus_A,Methanocaldococcus_A villosus,Archaea; Methanobacteriota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus_A; Methanocaldococcus_A villosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558862858,,Methanobrevibacter wolinii SH : T523DRAFT_scaffold00003.3,2558860120,Methanobrevibacter wolinii SH,linear,genomic DNA,176,184295,25.28,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter wolinii,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter wolinii,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_B,Methanobrevibacter_B wolinii,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_B; Methanobrevibacter_B wolinii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563369849,,Methanococcus maripaludis S2 : BX950229,2563366543,Methanococcus maripaludis S2,circular,Chromosome,1772,1661137,33.1,1,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanococcaceae; Methanococcus; Methanococcus maripaludis,,Archaea,Methanobacteriota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis,Archaea; Methanobacteriota; Methanococci; Methanococcales; Methanococcaceae; Methanococcus; Methanococcus maripaludis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565958936,,Methermicoccus shengliensis DSM 18856 : BP07DRAFT_scaffold00004.4,2565956510,Methermicoccus shengliensis DSM 18856,linear,genomic DNA,160,161594,53.56,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methermicoccaceae,Methermicoccus,Methermicoccus shengliensis,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methermicoccaceae; Methermicoccus; Methermicoccus shengliensis,,Archaea,Halobacteriota,Methanosarcinia_A,Methanosarcinales_A,Methermicoccaceae,Methermicoccus,Methermicoccus shengliensis,Archaea; Halobacteriota; Methanosarcinia_A; Methanosarcinales_A; Methermicoccaceae; Methermicoccus; Methermicoccus shengliensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565967254,,unknown : ANME2a2_Scaffold65.65,2565956544,Methanosarcinales sp. ANME-2a,linear,genomic DNA,19,16478,45.38,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,unclassified,unclassified,unclassified,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; unclassified; unclassified; unclassified,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanocomedenaceae,Methanocomedens,Methanocomedens sp014237145,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanocomedenaceae; Methanocomedens; Methanocomedens sp014237145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565970334,,Thermoplasmatales archaeon BRNA1 : CP002916,2565956561,Thermoplasmatales archaeon BRNA1,circular,Chromosome,1577,1461105,58.3,1,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Thermoplasmatales,unclassified,unclassified,Thermoplasmatales archaeon BRNA1,Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Thermoplasmatales; unclassified; unclassified; Thermoplasmatales archaeon BRNA1,,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Methanomethylophilus,Methanomethylophilus sp000350305,Archaea; Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomethylophilaceae; Methanomethylophilus; Methanomethylophilus sp000350305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571157044,,"Methanomicrobium mobile BP, DSM 1539 : T502DRAFT_scaffold00003.3",2571042922,Methanomicrobium mobile DSM 1539,linear,genomic DNA,320,336021,47.85,1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanomicrobium,Methanomicrobium mobile,Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanomicrobium; Methanomicrobium mobile,,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanomicrobium,Methanomicrobium mobile,Archaea; Halobacteriota; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanomicrobium; Methanomicrobium mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574187328,,"Methanobacterium arcticum M2, DSM 19844 : EI99DRAFT_scaffold00002.2",2574179771,"Methanobacterium arcticum M2, DSM 19844",linear,genomic DNA,513,528952,32.76,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium arcticum,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; Methanobacterium arcticum,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D veterum,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium_D; Methanobacterium_D veterum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574187336,,"Methanobacterium arcticum M2, DSM 19844 : EI99DRAFT_scaffold00010.10",2574179771,"Methanobacterium arcticum M2, DSM 19844",linear,genomic DNA,109,106961,34.19,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium arcticum,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; Methanobacterium arcticum,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D veterum,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium_D; Methanobacterium_D veterum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576887222,,Methanosarcina sp. SMA-21 : M886DRAFT_scf7180000000008_quiver.1,2576861399,Methanosarcina soligelidi SMA-21,linear,genomic DNA,3511,4064496,41.5,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina soligelidi,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina soligelidi,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina mazei,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina mazei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576927352,,Methanoculleus sp. MH98A : JMIO01000058,2576861808,Methanoculleus sp. MH98A,linear,genomic DNA,30,41231,64.37,1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus sp. MH98A,Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanoculleus; Methanoculleus sp. MH98A,,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp000691865,Archaea; Halobacteriota; Methanomicrobia; Methanomicrobiales; Methanoculleaceae; Methanoculleus; Methanoculleus sp000691865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576927354,,Methanoculleus sp. MH98A : JMIO01000060,2576861808,Methanoculleus sp. MH98A,linear,genomic DNA,39,35720,61.53,1,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanoculleus,Methanoculleus sp. MH98A,Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanomicrobiaceae; Methanoculleus; Methanoculleus sp. MH98A,,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp000691865,Archaea; Halobacteriota; Methanomicrobia; Methanomicrobiales; Methanoculleaceae; Methanoculleus; Methanoculleus sp000691865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582630452,,"Methanobacterium veterum MK4, DSM 19849 : EJ01DRAFT_scaffold00001.1",2582580744,"Methanobacterium veterum MK4, DSM 19849",linear,genomic DNA,754,764182,33.03,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium veterum,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; Methanobacterium veterum,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D veterum,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium_D; Methanobacterium_D veterum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582630457,,"Methanobacterium veterum MK4, DSM 19849 : EJ01DRAFT_scaffold00006.6",2582580744,"Methanobacterium veterum MK4, DSM 19849",linear,genomic DNA,286,260578,33.9,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium veterum,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; Methanobacterium veterum,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_D,Methanobacterium_D veterum,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium_D; Methanobacterium_D veterum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582690956,,Methanobacterium sp. SMA-27 : DL91DRAFT_unitig_0_quiver.1,2582581250,Methanobacterium sp. SMA-27,linear,genomic DNA,2621,2490725,32.57,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp. SMA-27,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium; Methanobacterium sp. SMA-27,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_B,Methanobacterium_B sp000744455,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium_B; Methanobacterium_B sp000744455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593376928,,Methanobrevibacter olleyae DSM 16632 : IE36DRAFT_scaffold00001.1,2593339150,Methanobrevibacter olleyae DSM 16632,linear,genomic DNA,133,144849,27.32,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter olleyae,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter olleyae,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter olleyae,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter olleyae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593376930,,Methanobrevibacter olleyae DSM 16632 : IE36DRAFT_scaffold00003.3,2593339150,Methanobrevibacter olleyae DSM 16632,linear,genomic DNA,104,124370,26.74,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter olleyae,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter olleyae,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter olleyae,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter olleyae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593377934,,Methanobrevibacter millerae DSM 16643 : IE19DRAFT_scaffold00003.3,2593339167,Methanobrevibacter millerae DSM 16643,linear,genomic DNA,155,191561,36.81,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter millerae,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter millerae,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A millerae,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A millerae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593377944,,Methanobrevibacter millerae DSM 16643 : IE19DRAFT_scaffold00013.13,2593339167,Methanobrevibacter millerae DSM 16643,linear,genomic DNA,65,79294,33.27,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter millerae,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter millerae,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A millerae,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A millerae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595706905,,Methanosphaera sp. WGK6 : Mwgk6DRAFT_contig00005.5,2595698213,Methanosphaera stadtmanae WGK6,linear,genomic DNA,147,154076,28.5,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera stadtmanae,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanosphaera; Methanosphaera stadtmanae,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera,Methanosphaera sp001729965,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanosphaera; Methanosphaera sp001729965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595725543,,Methanosarcina sp. DSM 11855 : IE18DRAFT_scaffold00001.1,2595698250,Methanosarcina sp. DSM 11855,linear,genomic DNA,457,518281,40.98,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. DSM 11855,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina sp. DSM 11855,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina thermophila,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina thermophila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608700415,,Candidatus Methanoplasma termitum strain MpT1 : CP010070,2608642196,Candidatus Methanoplasma termitum MpT1,linear,genomic DNA,1453,1488669,49.21,1,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Candidatus Methanoplasma,Candidatus Methanoplasma termitum,Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Candidatus Methanoplasma; Candidatus Methanoplasma termitum,,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Methanoplasma,Methanoplasma termitum,Archaea; Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomethylophilaceae; Methanoplasma; Methanoplasma termitum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617333298,,Candidatus Methanoperedens nitroreducens ANME-2d : Ga0055380_102,2617271069,Candidatus Methanoperedens nitroreducens ANME-2d,linear,genomic DNA,598,545726,43.05,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Candidatus Methanoperedenaceae,Candidatus Methanoperedens,Candidatus Methanoperedens nitroreducens,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Candidatus Methanoperedenaceae; Candidatus Methanoperedens; Candidatus Methanoperedens nitroreducens,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanoperedenaceae,Methanoperedens,Methanoperedens nitroreducens,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanoperedenaceae; Methanoperedens; Methanoperedens nitroreducens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617333783,,Methanobrevibacter arboriphilus ANOR1 : Ga0053423_11,2617271074,Methanobrevibacter arboriphilus ANOR1,linear,genomic DNA,1093,1164199,25.83,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter arboriphilus,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter arboriphilus,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus_A,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_C; Methanobrevibacter_C arboriphilus_A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619667433,,Methanobrevibacter oralis JMR01 : Ga0053424_102,2619619116,Methanobrevibacter oralis JMR01,linear,genomic DNA,358,310354,28.43,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter oralis,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter oralis,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A oralis,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A oralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619667481,,Methanobrevibacter oralis JMR01 : Ga0053424_150,2619619116,Methanobrevibacter oralis JMR01,linear,genomic DNA,25,29062,28.03,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter oralis,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter oralis,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A oralis,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A oralis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622748319,,Methanobrevibacter gottschalkii DSM 11977 (Carly) : Ga0074442_108,2622736425,Methanobrevibacter gottschalkii DSM 11977,linear,genomic DNA,536,529942,30.64,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter gottschalkii,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A gottschalkii,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A gottschalkii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622748321,,Methanobrevibacter gottschalkii DSM 11977 (Carly) : Ga0074442_110,2622736425,Methanobrevibacter gottschalkii DSM 11977,linear,genomic DNA,309,304692,30.21,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter gottschalkii,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter gottschalkii,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A gottschalkii,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A gottschalkii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622748504,,Methanobrevibacter thaueri DSM 11995 (Carly) : Ga0074444_132,2622736427,Methanobrevibacter thaueri DSM 11995,linear,genomic DNA,149,151300,37.33,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter thaueri,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter thaueri,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A thaueri,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A thaueri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622748537,,Methanobrevibacter woesei DSM 11979 (Carly) : Ga0074445_101,2622736428,Methanobrevibacter woesei DSM 11979,linear,genomic DNA,772,716444,30.04,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter woesei,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter woesei,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A,Methanobrevibacter_A woesei,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_A; Methanobrevibacter_A woesei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627857281,,"Methanobrevibacter arboriphilicus DH1, DSM1125 (MAR) : Ga0079378_102",2627853524,Methanobrevibacter arboriphilicus DH1,linear,genomic DNA,53,69154,27.19,1,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter arboriphilus,Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter; Methanobrevibacter arboriphilus,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_C,Methanobrevibacter_C arboriphilus,Archaea; Methanobacteriota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter_C; Methanobrevibacter_C arboriphilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627874186,,Methanosarcina sp. Kolksee : Ga0072471_12,2627853629,Methanosarcina sp. Kolksee,circular,genomic DNA,3772,4499114,39.91,1,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp. Kolksee,Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina sp. Kolksee,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina vacuolata,Archaea; Halobacteriota; Methanosarcinia; Methanosarcinales; Methanosarcinaceae; Methanosarcina; Methanosarcina vacuolata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
