Name	Description
3300014206	assembled Ga0172377_100635814 methyl-coenzyme M reductase alpha subunit
3300014206	assembled Ga0172377_100723093 methyl-coenzyme M reductase alpha subunit
3300014206	assembled Ga0172377_102032531 methyl-coenzyme M reductase alpha subunit
3300014206	assembled Ga0172377_102110741 methyl-coenzyme M reductase alpha subunit
3300014206	assembled Ga0172377_102292551 methyl-coenzyme M reductase alpha subunit
3300014203	assembled Ga0172378_1000028721 methyl-coenzyme M reductase alpha subunit
3300014203	assembled Ga0172378_100050987 methyl-coenzyme M reductase alpha subunit
3300014203	assembled Ga0172378_1000562210 methyl-coenzyme M reductase alpha subunit
3300014203	assembled Ga0172378_1000983210 methyl-coenzyme M reductase alpha subunit
3300014203	assembled Ga0172378_100172148 methyl-coenzyme M reductase alpha subunit
3300014203	assembled Ga0172378_101698211 methyl-coenzyme M reductase alpha subunit
3300014203	assembled Ga0172378_101727341 methyl-coenzyme M reductase alpha subunit
3300014203	assembled Ga0172378_101958641 methyl-coenzyme M reductase alpha subunit
3300014208	assembled Ga0172379_101534112 methyl-coenzyme M reductase alpha subunit
3300014204	assembled Ga0172381_10000056112 methyl-coenzyme M reductase alpha subunit
3300014204	assembled Ga0172381_100067074 methyl-coenzyme M reductase alpha subunit
3300014204	assembled Ga0172381_101004461 methyl-coenzyme M reductase alpha subunit
3300015214	assembled Ga0172382_1000111739 methyl-coenzyme M reductase alpha subunit
3300015214	assembled Ga0172382_100037405 methyl-coenzyme M reductase alpha subunit
3300015214	assembled Ga0172382_1000611619 methyl-coenzyme M reductase alpha subunit
3300015214	assembled Ga0172382_100158225 methyl-coenzyme M reductase alpha subunit
3300015214	assembled Ga0172382_100760883 methyl-coenzyme M reductase alpha subunit
3300015214	assembled Ga0172382_102248271 methyl-coenzyme M reductase alpha subunit
3300015214	assembled Ga0172382_102787941 methyl-coenzyme M reductase alpha subunit
3300015214	assembled Ga0172382_102835271 methyl-coenzyme M reductase alpha subunit
3300013290	assembled Ga0172517_10024912 methyl-coenzyme M reductase alpha subunit
3300013290	assembled Ga0172517_1054531 methyl-coenzyme M reductase alpha subunit
3300014656	assembled Ga0180007_100603892 methyl-coenzyme M reductase alpha subunit
3300013392	assembled Ga0180015_10054633 methyl-coenzyme M reductase alpha subunit
3300017687	assembled Ga0180016_1003589 methyl-coenzyme M reductase alpha subunit
3300017688	assembled Ga0180017_1008715 methyl-coenzyme M reductase alpha subunit
3300017688	assembled Ga0180017_1011287 methyl-coenzyme M reductase alpha subunit
3300014911	assembled Ga0180301_100014594 methyl-coenzyme M reductase alpha subunit
3300014911	assembled Ga0180301_1000168418 methyl-coenzyme M reductase alpha subunit
3300014911	assembled Ga0180301_1000284011 methyl-coenzyme M reductase alpha subunit
3300014911	assembled Ga0180301_1000409713 methyl-coenzyme M reductase alpha subunit
3300014911	assembled Ga0180301_100385991 methyl-coenzyme M reductase alpha subunit
3300014911	assembled Ga0180301_100681771 methyl-coenzyme M reductase alpha subunit
3300014887	assembled Ga0180302_100052183 methyl-coenzyme M reductase alpha subunit
3300014887	assembled Ga0180302_100395771 methyl-coenzyme M reductase alpha subunit
3300014887	assembled Ga0180302_100641051 methyl-coenzyme M reductase alpha subunit
3300013797	assembled Ga0180403_10066317 methyl-coenzyme M reductase alpha subunit
3300013797	assembled Ga0180403_1062557 methyl-coenzyme M reductase alpha subunit
3300013797	assembled Ga0180403_1161232 methyl-coenzyme M reductase alpha subunit
3300013795	assembled Ga0180408_10005441 methyl-coenzyme M reductase alpha subunit
3300013795	assembled Ga0180408_1011389 methyl-coenzyme M reductase alpha subunit
3300013798	assembled Ga0180410_100000182 methyl-coenzyme M reductase alpha subunit
3300017989	assembled Ga0180432_102181821 methyl-coenzyme M reductase alpha subunit
3300020171	assembled Ga0180732_10005889 methyl-coenzyme M reductase alpha subunit
3300020171	assembled Ga0180732_10011814 methyl-coenzyme M reductase alpha subunit
3300013886	assembled Ga0181296_10001262 methyl-coenzyme M reductase alpha subunit
3300013886	assembled Ga0181296_10026112 methyl-coenzyme M reductase alpha subunit
3300013886	assembled Ga0181296_1012204 methyl-coenzyme M reductase alpha subunit
3300013886	assembled Ga0181296_1012583 methyl-coenzyme M reductase alpha subunit
3300013883	assembled Ga0181297_10002159 methyl-coenzyme M reductase alpha subunit
3300013883	assembled Ga0181297_1002916 methyl-coenzyme M reductase alpha subunit
3300013883	assembled Ga0181297_1006407 methyl-coenzyme M reductase alpha subunit
3300013883	assembled Ga0181297_1006437 methyl-coenzyme M reductase alpha subunit
3300013883	assembled Ga0181297_1019062 methyl-coenzyme M reductase alpha subunit
3300013883	assembled Ga0181297_1020474 methyl-coenzyme M reductase alpha subunit
3300013883	assembled Ga0181297_1026931 methyl-coenzyme M reductase alpha subunit
3300013880	assembled Ga0181298_10001377 methyl-coenzyme M reductase alpha subunit
3300013880	assembled Ga0181298_10006854 methyl-coenzyme M reductase alpha subunit
3300013880	assembled Ga0181298_1005396 methyl-coenzyme M reductase alpha subunit
3300013880	assembled Ga0181298_1005653 methyl-coenzyme M reductase alpha subunit
3300013880	assembled Ga0181298_1006785 methyl-coenzyme M reductase alpha subunit
3300013880	assembled Ga0181298_1024862 methyl-coenzyme M reductase alpha subunit
3300013879	assembled Ga0181299_1002178 methyl-coenzyme M reductase alpha subunit
3300013879	assembled Ga0181299_1003495 methyl-coenzyme M reductase alpha subunit
3300013879	assembled Ga0181299_1005885 methyl-coenzyme M reductase alpha subunit
3300013879	assembled Ga0181299_1013851 methyl-coenzyme M reductase alpha subunit
3300013879	assembled Ga0181299_1038421 methyl-coenzyme M reductase alpha subunit
3300013877	assembled Ga0181300_1003774 methyl-coenzyme M reductase alpha subunit
3300013876	assembled Ga0181301_10003224 methyl-coenzyme M reductase alpha subunit
3300013876	assembled Ga0181301_10007614 methyl-coenzyme M reductase alpha subunit
3300013878	assembled Ga0181302_10010218 methyl-coenzyme M reductase alpha subunit
3300013878	assembled Ga0181302_1018272 methyl-coenzyme M reductase alpha subunit
3300013881	assembled Ga0181303_10000141 methyl-coenzyme M reductase alpha subunit
3300013881	assembled Ga0181303_100005115 methyl-coenzyme M reductase alpha subunit
3300013881	assembled Ga0181303_10000727 methyl-coenzyme M reductase alpha subunit
3300013881	assembled Ga0181303_1000384 methyl-coenzyme M reductase alpha subunit
3300013881	assembled Ga0181303_10007122 methyl-coenzyme M reductase alpha subunit
3300013881	assembled Ga0181303_1015562 methyl-coenzyme M reductase alpha subunit
3300013884	assembled Ga0181304_10003639 methyl-coenzyme M reductase alpha subunit
3300013884	assembled Ga0181304_10005756 methyl-coenzyme M reductase alpha subunit
3300013884	assembled Ga0181304_10021421 methyl-coenzyme M reductase alpha subunit
3300013884	assembled Ga0181304_1006103 methyl-coenzyme M reductase alpha subunit
3300013885	assembled Ga0181305_100001463 methyl-coenzyme M reductase alpha subunit
3300013885	assembled Ga0181305_100004102 methyl-coenzyme M reductase alpha subunit
3300013885	assembled Ga0181305_1001044 methyl-coenzyme M reductase alpha subunit
3300013885	assembled Ga0181305_10011422 methyl-coenzyme M reductase alpha subunit
3300013885	assembled Ga0181305_1012394 methyl-coenzyme M reductase alpha subunit
3300013882	assembled Ga0181306_10003057 methyl-coenzyme M reductase alpha subunit
3300013882	assembled Ga0181306_10006738 methyl-coenzyme M reductase alpha subunit
3300013882	assembled Ga0181306_10024521 methyl-coenzyme M reductase alpha subunit
3300013882	assembled Ga0181306_1005187 methyl-coenzyme M reductase alpha subunit
3300013882	assembled Ga0181306_1021401 methyl-coenzyme M reductase alpha subunit
3300013882	assembled Ga0181306_1043171 methyl-coenzyme M reductase alpha subunit
3300014655	assembled Ga0181516_100047034 methyl-coenzyme M reductase alpha subunit
3300014160	assembled Ga0181517_1000409613 methyl-coenzyme M reductase alpha subunit
3300014160	assembled Ga0181517_100722152 methyl-coenzyme M reductase alpha subunit
3300014156	assembled Ga0181518_100068508 methyl-coenzyme M reductase alpha subunit
3300014658	assembled Ga0181519_100011204 methyl-coenzyme M reductase alpha subunit
3300017988	assembled Ga0181520_100220867 methyl-coenzyme M reductase alpha subunit
3300017988	assembled Ga0181520_100221185 methyl-coenzyme M reductase alpha subunit
3300017988	assembled Ga0181520_100713201 methyl-coenzyme M reductase alpha subunit
3300017988	assembled Ga0181520_101230992 methyl-coenzyme M reductase alpha subunit
3300014158	assembled Ga0181521_1000242324 methyl-coenzyme M reductase alpha subunit
3300014165	assembled Ga0181523_100023631 methyl-coenzyme M reductase alpha subunit
3300014155	assembled Ga0181524_100291053 methyl-coenzyme M reductase alpha subunit
3300014155	assembled Ga0181524_100658431 methyl-coenzyme M reductase alpha subunit
3300014155	assembled Ga0181524_101179631 methyl-coenzyme M reductase alpha subunit
3300014153	assembled Ga0181527_10164586 methyl-coenzyme M reductase alpha subunit
3300014153	assembled Ga0181527_10941161 methyl-coenzyme M reductase alpha subunit
3300014161	assembled Ga0181529_1000085335 methyl-coenzyme M reductase alpha subunit
3300014159	assembled Ga0181530_1000700411 methyl-coenzyme M reductase alpha subunit
3300014152	assembled Ga0181533_10922631 methyl-coenzyme M reductase alpha subunit
3300014199	assembled Ga0181535_1000044153 methyl-coenzyme M reductase alpha subunit
3300014199	assembled Ga0181535_1000081930 methyl-coenzyme M reductase alpha subunit
3300014638	assembled Ga0181536_100933991 methyl-coenzyme M reductase alpha subunit
3300014638	assembled Ga0181536_101123251 methyl-coenzyme M reductase alpha subunit
3300014638	assembled Ga0181536_101123511 methyl-coenzyme M reductase alpha subunit
3300014162	assembled Ga0181538_100062761 methyl-coenzyme M reductase alpha subunit
3300014490	assembled Ga0182010_1000124812 methyl-coenzyme M reductase alpha subunit
3300014490	assembled Ga0182010_1000137110 methyl-coenzyme M reductase alpha subunit
3300014490	assembled Ga0182010_100020478 methyl-coenzyme M reductase alpha subunit
3300014490	assembled Ga0182010_100124115 methyl-coenzyme M reductase alpha subunit
3300014490	assembled Ga0182010_100178964 methyl-coenzyme M reductase alpha subunit
3300014490	assembled Ga0182010_100219293 methyl-coenzyme M reductase alpha subunit
3300014490	assembled Ga0182010_101238661 methyl-coenzyme M reductase alpha subunit
3300014496	assembled Ga0182011_1000051618 methyl-coenzyme M reductase alpha subunit
3300014496	assembled Ga0182011_100012894 methyl-coenzyme M reductase alpha subunit
3300014496	assembled Ga0182011_100022151 methyl-coenzyme M reductase alpha subunit
3300014496	assembled Ga0182011_100178961 methyl-coenzyme M reductase alpha subunit
3300014496	assembled Ga0182011_100226434 methyl-coenzyme M reductase alpha subunit
3300014496	assembled Ga0182011_100571113 methyl-coenzyme M reductase alpha subunit
3300014496	assembled Ga0182011_100611202 methyl-coenzyme M reductase alpha subunit
3300014496	assembled Ga0182011_100623273 methyl-coenzyme M reductase alpha subunit
3300014496	assembled Ga0182011_101569951 methyl-coenzyme M reductase alpha subunit
3300014491	assembled Ga0182014_1000022857 methyl-coenzyme M reductase alpha subunit
3300014491	assembled Ga0182014_100168767 methyl-coenzyme M reductase alpha subunit
3300014491	assembled Ga0182014_100339485 methyl-coenzyme M reductase alpha subunit
3300014491	assembled Ga0182014_100610031 methyl-coenzyme M reductase alpha subunit
3300014491	assembled Ga0182014_101405871 methyl-coenzyme M reductase alpha subunit
3300014491	assembled Ga0182014_101405911 methyl-coenzyme M reductase alpha subunit
3300014494	assembled Ga0182017_100003671 methyl-coenzyme M reductase alpha subunit
3300014494	assembled Ga0182017_100060859 methyl-coenzyme M reductase alpha subunit
3300014494	assembled Ga0182017_100817752 methyl-coenzyme M reductase alpha subunit
3300014494	assembled Ga0182017_101723671 methyl-coenzyme M reductase alpha subunit
3300014494	assembled Ga0182017_101845391 methyl-coenzyme M reductase alpha subunit
3300014498	assembled Ga0182019_1000495710 methyl-coenzyme M reductase alpha subunit
3300014498	assembled Ga0182019_100143021 methyl-coenzyme M reductase alpha subunit
3300014498	assembled Ga0182019_100144355 methyl-coenzyme M reductase alpha subunit
3300014498	assembled Ga0182019_100254692 methyl-coenzyme M reductase alpha subunit
3300014498	assembled Ga0182019_100472261 methyl-coenzyme M reductase alpha subunit
3300014498	assembled Ga0182019_100486631 methyl-coenzyme M reductase alpha subunit
3300014498	assembled Ga0182019_100700141 methyl-coenzyme M reductase alpha subunit
3300014498	assembled Ga0182019_100895711 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_100027925 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_100051735 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_100094631 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_100345243 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_100529144 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_101651441 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_102280221 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_102577471 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_102611591 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_102818912 methyl-coenzyme M reductase alpha subunit
3300014502	assembled Ga0182021_106822041 methyl-coenzyme M reductase alpha subunit
3300014839	assembled Ga0182027_1000841215 methyl-coenzyme M reductase alpha subunit
3300014839	assembled Ga0182027_100108924 methyl-coenzyme M reductase alpha subunit
3300014839	assembled Ga0182027_102523952 methyl-coenzyme M reductase alpha subunit
3300014839	assembled Ga0182027_102965702 methyl-coenzyme M reductase alpha subunit
3300014839	assembled Ga0182027_103603311 methyl-coenzyme M reductase alpha subunit
3300014839	assembled Ga0182027_105117421 methyl-coenzyme M reductase alpha subunit
3300019788	assembled Ga0182028_11213261 methyl-coenzyme M reductase alpha subunit
3300020025	assembled Ga0182234_1027913 methyl-coenzyme M reductase alpha subunit
3300017919	assembled Ga0182235_10000778 methyl-coenzyme M reductase alpha subunit
3300017921	assembled Ga0182236_10001156 methyl-coenzyme M reductase alpha subunit
3300017920	assembled Ga0182237_10003315 methyl-coenzyme M reductase alpha subunit
3300017922	assembled Ga0182238_10008856 methyl-coenzyme M reductase alpha subunit
3300017922	assembled Ga0182238_10015651 methyl-coenzyme M reductase alpha subunit
3300017923	assembled Ga0182239_10026576 methyl-coenzyme M reductase alpha subunit
3300017923	assembled Ga0182239_10059911 methyl-coenzyme M reductase alpha subunit
3300020032	assembled Ga0182240_10019119 methyl-coenzyme M reductase alpha subunit
3300020032	assembled Ga0182240_1002728 methyl-coenzyme M reductase alpha subunit
3300014848	assembled Ga0182794_1004425 methyl-coenzyme M reductase alpha subunit
3300014847	assembled Ga0182795_10000183 methyl-coenzyme M reductase alpha subunit
3300017814	assembled Ga0183095_10002157 methyl-coenzyme M reductase alpha subunit
3300017814	assembled Ga0183095_10010251 methyl-coenzyme M reductase alpha subunit
3300017814	assembled Ga0183095_1015357 methyl-coenzyme M reductase alpha subunit
3300017814	assembled Ga0183095_1045832 methyl-coenzyme M reductase alpha subunit
3300016738	assembled Ga0183096_1000003642 methyl-coenzyme M reductase alpha subunit
3300016738	assembled Ga0183096_1000018312 methyl-coenzyme M reductase alpha subunit
3300016738	assembled Ga0183096_1000023163 methyl-coenzyme M reductase alpha subunit
3300016738	assembled Ga0183096_10014642 methyl-coenzyme M reductase alpha subunit
3300016738	assembled Ga0183096_10389671 methyl-coenzyme M reductase alpha subunit
3300017643	assembled Ga0183097_100031274 methyl-coenzyme M reductase alpha subunit
3300017643	assembled Ga0183097_10013641 methyl-coenzyme M reductase alpha subunit
3300017643	assembled Ga0183097_1031887 methyl-coenzyme M reductase alpha subunit
3300017642	assembled Ga0183098_100032019 methyl-coenzyme M reductase alpha subunit
3300017642	assembled Ga0183098_10350116 methyl-coenzyme M reductase alpha subunit
3300017642	assembled Ga0183098_1043824 methyl-coenzyme M reductase alpha subunit
3300016744	assembled Ga0183099_10035702 methyl-coenzyme M reductase alpha subunit
3300016722	assembled Ga0183100_10054232 methyl-coenzyme M reductase alpha subunit
3300016722	assembled Ga0183100_10075491 methyl-coenzyme M reductase alpha subunit
3300016722	assembled Ga0183100_10193611 methyl-coenzyme M reductase alpha subunit
3300016725	assembled Ga0183101_100021919 methyl-coenzyme M reductase alpha subunit
3300016725	assembled Ga0183101_1000285115 methyl-coenzyme M reductase alpha subunit
3300016725	assembled Ga0183101_10049877 methyl-coenzyme M reductase alpha subunit
3300015266	assembled Ga0183122_10076725 methyl-coenzyme M reductase alpha subunit
3300015266	assembled Ga0183122_1022094 methyl-coenzyme M reductase alpha subunit
3300015266	assembled Ga0183122_1104482 methyl-coenzyme M reductase alpha subunit
3300015603	assembled Ga0185143_1149471 methyl-coenzyme M reductase alpha subunit
3300017406	assembled Ga0185307_10238841 methyl-coenzyme M reductase alpha subunit
3300018060	assembled Ga0187765_100001361 methyl-coenzyme M reductase alpha subunit
3300018060	assembled Ga0187765_100592971 methyl-coenzyme M reductase alpha subunit
3300018060	assembled Ga0187765_100877931 methyl-coenzyme M reductase alpha subunit
3300018058	assembled Ga0187766_100287311 methyl-coenzyme M reductase alpha subunit
3300018086	assembled Ga0187769_100039784 methyl-coenzyme M reductase alpha subunit
3300018086	assembled Ga0187769_101482801 methyl-coenzyme M reductase alpha subunit
3300018086	assembled Ga0187769_101949131 methyl-coenzyme M reductase alpha subunit
3300018090	assembled Ga0187770_100130842 methyl-coenzyme M reductase alpha subunit
3300018090	assembled Ga0187770_100237094 methyl-coenzyme M reductase alpha subunit
3300018090	assembled Ga0187770_100686592 methyl-coenzyme M reductase alpha subunit
3300018088	assembled Ga0187771_1000055111 methyl-coenzyme M reductase alpha subunit
3300018088	assembled Ga0187771_100633482 methyl-coenzyme M reductase alpha subunit
3300018088	assembled Ga0187771_102012051 methyl-coenzyme M reductase alpha subunit
3300018085	assembled Ga0187772_100414852 methyl-coenzyme M reductase alpha subunit
3300018089	assembled Ga0187774_100034897 methyl-coenzyme M reductase alpha subunit
3300018089	assembled Ga0187774_100667991 methyl-coenzyme M reductase alpha subunit
3300017974	assembled Ga0187777_101663241 methyl-coenzyme M reductase alpha subunit
3300017974	assembled Ga0187777_102089911 methyl-coenzyme M reductase alpha subunit
3300017961	assembled Ga0187778_100174892 methyl-coenzyme M reductase alpha subunit
3300017961	assembled Ga0187778_101408351 methyl-coenzyme M reductase alpha subunit
3300017959	assembled Ga0187779_100725772 methyl-coenzyme M reductase alpha subunit
3300017959	assembled Ga0187779_100860401 methyl-coenzyme M reductase alpha subunit
3300017959	assembled Ga0187779_101139131 methyl-coenzyme M reductase alpha subunit
3300017959	assembled Ga0187779_101509581 methyl-coenzyme M reductase alpha subunit
3300017973	assembled Ga0187780_100034921 methyl-coenzyme M reductase alpha subunit
3300017973	assembled Ga0187780_102414141 methyl-coenzyme M reductase alpha subunit
3300017972	assembled Ga0187781_100294241 methyl-coenzyme M reductase alpha subunit
3300017975	assembled Ga0187782_100655233 methyl-coenzyme M reductase alpha subunit
3300017975	assembled Ga0187782_101332622 methyl-coenzyme M reductase alpha subunit
3300018062	assembled Ga0187784_10000010165 methyl-coenzyme M reductase alpha subunit
3300018062	assembled Ga0187784_100333023 methyl-coenzyme M reductase alpha subunit
3300018062	assembled Ga0187784_100864052 methyl-coenzyme M reductase alpha subunit
3300017947	assembled Ga0187785_100039732 methyl-coenzyme M reductase alpha subunit
3300017947	assembled Ga0187785_100052395 methyl-coenzyme M reductase alpha subunit
3300017947	assembled Ga0187785_100054452 methyl-coenzyme M reductase alpha subunit
3300017947	assembled Ga0187785_100077433 methyl-coenzyme M reductase alpha subunit
3300017944	assembled Ga0187786_1000006220 methyl-coenzyme M reductase alpha subunit
3300017944	assembled Ga0187786_100050141 methyl-coenzyme M reductase alpha subunit
3300017944	assembled Ga0187786_100350511 methyl-coenzyme M reductase alpha subunit
3300017944	assembled Ga0187786_100535931 methyl-coenzyme M reductase alpha subunit
3300018029	assembled Ga0187787_100126463 methyl-coenzyme M reductase alpha subunit
3300017934	assembled Ga0187803_100412991 methyl-coenzyme M reductase alpha subunit
3300017928	assembled Ga0187806_10090272 methyl-coenzyme M reductase alpha subunit
3300017928	assembled Ga0187806_10344621 methyl-coenzyme M reductase alpha subunit
3300017928	assembled Ga0187806_10545231 methyl-coenzyme M reductase alpha subunit
3300017926	assembled Ga0187807_10006892 methyl-coenzyme M reductase alpha subunit
3300017926	assembled Ga0187807_100101910 methyl-coenzyme M reductase alpha subunit
3300018012	assembled Ga0187810_1000028916 methyl-coenzyme M reductase alpha subunit
3300018012	assembled Ga0187810_100139983 methyl-coenzyme M reductase alpha subunit
3300018012	assembled Ga0187810_100207171 methyl-coenzyme M reductase alpha subunit
3300017821	assembled Ga0187812_10656671 methyl-coenzyme M reductase alpha subunit
3300017932	assembled Ga0187814_100100221 methyl-coenzyme M reductase alpha subunit
3300017932	assembled Ga0187814_100242551 methyl-coenzyme M reductase alpha subunit
3300017932	assembled Ga0187814_100708171 methyl-coenzyme M reductase alpha subunit
3300017823	assembled Ga0187818_100736771 methyl-coenzyme M reductase alpha subunit
3300017943	assembled Ga0187819_100470481 methyl-coenzyme M reductase alpha subunit
3300017935	assembled Ga0187848_100121571 methyl-coenzyme M reductase alpha subunit
3300017929	assembled Ga0187849_1000017140 methyl-coenzyme M reductase alpha subunit
3300017929	assembled Ga0187849_10141425 methyl-coenzyme M reductase alpha subunit
3300017929	assembled Ga0187849_10214714 methyl-coenzyme M reductase alpha subunit
3300017941	assembled Ga0187850_100085753 methyl-coenzyme M reductase alpha subunit
3300018046	assembled Ga0187851_10000006219 methyl-coenzyme M reductase alpha subunit
3300018046	assembled Ga0187851_1000097217 methyl-coenzyme M reductase alpha subunit
3300018046	assembled Ga0187851_100280605 methyl-coenzyme M reductase alpha subunit
3300018046	assembled Ga0187851_100526954 methyl-coenzyme M reductase alpha subunit
3300019082	assembled Ga0187852_10104061 methyl-coenzyme M reductase alpha subunit
3300017940	assembled Ga0187853_1000268014 methyl-coenzyme M reductase alpha subunit
3300017940	assembled Ga0187853_100104962 methyl-coenzyme M reductase alpha subunit
3300017940	assembled Ga0187853_100127265 methyl-coenzyme M reductase alpha subunit
3300017938	assembled Ga0187854_1000047716 methyl-coenzyme M reductase alpha subunit
3300017938	assembled Ga0187854_1000049342 methyl-coenzyme M reductase alpha subunit
3300017938	assembled Ga0187854_100106225 methyl-coenzyme M reductase alpha subunit
3300017938	assembled Ga0187854_100136256 methyl-coenzyme M reductase alpha subunit
3300017938	assembled Ga0187854_100179902 methyl-coenzyme M reductase alpha subunit
3300018038	assembled Ga0187855_101927241 methyl-coenzyme M reductase alpha subunit
3300017925	assembled Ga0187856_10022991 methyl-coenzyme M reductase alpha subunit
3300018026	assembled Ga0187857_100051177 methyl-coenzyme M reductase alpha subunit
3300018026	assembled Ga0187857_100107352 methyl-coenzyme M reductase alpha subunit
3300018026	assembled Ga0187857_100131772 methyl-coenzyme M reductase alpha subunit
3300018057	assembled Ga0187858_100066319 methyl-coenzyme M reductase alpha subunit
3300018057	assembled Ga0187858_100494464 methyl-coenzyme M reductase alpha subunit
3300018047	assembled Ga0187859_100000084 methyl-coenzyme M reductase alpha subunit
3300018014	assembled Ga0187860_10017262 methyl-coenzyme M reductase alpha subunit
3300018020	assembled Ga0187861_100064958 methyl-coenzyme M reductase alpha subunit
3300018020	assembled Ga0187861_100120575 methyl-coenzyme M reductase alpha subunit
3300018020	assembled Ga0187861_100246595 methyl-coenzyme M reductase alpha subunit
3300018020	assembled Ga0187861_100846732 methyl-coenzyme M reductase alpha subunit
3300018040	assembled Ga0187862_100083529 methyl-coenzyme M reductase alpha subunit
3300018040	assembled Ga0187862_100177212 methyl-coenzyme M reductase alpha subunit
3300018040	assembled Ga0187862_100268305 methyl-coenzyme M reductase alpha subunit
3300018022	assembled Ga0187864_100073202 methyl-coenzyme M reductase alpha subunit
3300018004	assembled Ga0187865_100067033 methyl-coenzyme M reductase alpha subunit
3300018004	assembled Ga0187865_10058592 methyl-coenzyme M reductase alpha subunit
3300018015	assembled Ga0187866_10000066 methyl-coenzyme M reductase alpha subunit
3300018033	assembled Ga0187867_100000144 methyl-coenzyme M reductase alpha subunit
3300018033	assembled Ga0187867_100218864 methyl-coenzyme M reductase alpha subunit
3300017998	assembled Ga0187870_10132153 methyl-coenzyme M reductase alpha subunit
3300017998	assembled Ga0187870_10405652 methyl-coenzyme M reductase alpha subunit
3300018017	assembled Ga0187872_1000095333 methyl-coenzyme M reductase alpha subunit
3300018013	assembled Ga0187873_100004217 methyl-coenzyme M reductase alpha subunit
3300018013	assembled Ga0187873_10097886 methyl-coenzyme M reductase alpha subunit
3300018013	assembled Ga0187873_10098992 methyl-coenzyme M reductase alpha subunit
3300018013	assembled Ga0187873_10128194 methyl-coenzyme M reductase alpha subunit
3300018019	assembled Ga0187874_100036785 methyl-coenzyme M reductase alpha subunit
3300018019	assembled Ga0187874_100055281 methyl-coenzyme M reductase alpha subunit
3300018019	assembled Ga0187874_100098961 methyl-coenzyme M reductase alpha subunit
3300018035	assembled Ga0187875_10000006243 methyl-coenzyme M reductase alpha subunit
3300018035	assembled Ga0187875_100667082 methyl-coenzyme M reductase alpha subunit
3300018035	assembled Ga0187875_100735332 methyl-coenzyme M reductase alpha subunit
3300018003	assembled Ga0187876_100244614 methyl-coenzyme M reductase alpha subunit
3300017931	assembled Ga0187877_10110791 methyl-coenzyme M reductase alpha subunit
3300017931	assembled Ga0187877_10235502 methyl-coenzyme M reductase alpha subunit
3300018005	assembled Ga0187878_10031176 methyl-coenzyme M reductase alpha subunit
3300018005	assembled Ga0187878_10430781 methyl-coenzyme M reductase alpha subunit
3300018005	assembled Ga0187878_10683922 methyl-coenzyme M reductase alpha subunit
3300017946	assembled Ga0187879_100000114 methyl-coenzyme M reductase alpha subunit
3300017946	assembled Ga0187879_100867502 methyl-coenzyme M reductase alpha subunit
3300018016	assembled Ga0187880_10291181 methyl-coenzyme M reductase alpha subunit
3300018024	assembled Ga0187881_1000014366 methyl-coenzyme M reductase alpha subunit
3300018024	assembled Ga0187881_100084673 methyl-coenzyme M reductase alpha subunit
3300018024	assembled Ga0187881_100624322 methyl-coenzyme M reductase alpha subunit
3300018024	assembled Ga0187881_100843741 methyl-coenzyme M reductase alpha subunit
3300018021	assembled Ga0187882_10168603 methyl-coenzyme M reductase alpha subunit
3300018021	assembled Ga0187882_10316321 methyl-coenzyme M reductase alpha subunit
3300018037	assembled Ga0187883_100000044 methyl-coenzyme M reductase alpha subunit
3300018037	assembled Ga0187883_100182881 methyl-coenzyme M reductase alpha subunit
3300018025	assembled Ga0187885_1000050632 methyl-coenzyme M reductase alpha subunit
3300018025	assembled Ga0187885_1000357011 methyl-coenzyme M reductase alpha subunit
3300018025	assembled Ga0187885_100088383 methyl-coenzyme M reductase alpha subunit
3300018018	assembled Ga0187886_100083430 methyl-coenzyme M reductase alpha subunit
3300018018	assembled Ga0187886_10253152 methyl-coenzyme M reductase alpha subunit
3300018018	assembled Ga0187886_10406912 methyl-coenzyme M reductase alpha subunit
3300018043	assembled Ga0187887_1000035745 methyl-coenzyme M reductase alpha subunit
3300018043	assembled Ga0187887_100583282 methyl-coenzyme M reductase alpha subunit
3300018008	assembled Ga0187888_10052725 methyl-coenzyme M reductase alpha subunit
3300018023	assembled Ga0187889_10000044142 methyl-coenzyme M reductase alpha subunit
3300018023	assembled Ga0187889_100126171 methyl-coenzyme M reductase alpha subunit
3300018023	assembled Ga0187889_100144702 methyl-coenzyme M reductase alpha subunit
3300018044	assembled Ga0187890_100000014 methyl-coenzyme M reductase alpha subunit
3300017996	assembled Ga0187891_10020392 methyl-coenzyme M reductase alpha subunit
3300019373	assembled Ga0187895_100097524 methyl-coenzyme M reductase alpha subunit
3300019373	assembled Ga0187895_10015765 methyl-coenzyme M reductase alpha subunit
