Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID
3300021255 assembled Ga0223825_110288781,Ga0223825_110288781,methyl-coenzyme M reductase alpha subunit,3300021255,Sheep rumen microbial communities from New Zealand - Tag 1494 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223825_11028878
3300021256 assembled Ga0223826_100019345,Ga0223826_100019345,methyl-coenzyme M reductase alpha subunit,3300021256,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223826_10001934
3300021256 assembled Ga0223826_1000224120,Ga0223826_1000224120,methyl-coenzyme M reductase alpha subunit,3300021256,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223826_10002241
3300021256 assembled Ga0223826_102147871,Ga0223826_102147871,methyl-coenzyme M reductase alpha subunit,3300021256,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223826_10214787
3300021256 assembled Ga0223826_100230565,Ga0223826_100230565,methyl-coenzyme M reductase alpha subunit,3300021256,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223826_10023056
3300021256 assembled Ga0223826_100128074,Ga0223826_100128074,methyl-coenzyme M reductase alpha subunit,3300021256,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223826_10012807
3300021256 assembled Ga0223826_101887391,Ga0223826_101887391,methyl-coenzyme M reductase alpha subunit,3300021256,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223826_10188739
3300021256 assembled Ga0223826_100268675,Ga0223826_100268675,methyl-coenzyme M reductase alpha subunit,3300021256,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223826_10026867
3300021279 assembled Ga0214521_100003393,Ga0214521_100003393,methyl-coenzyme M reductase alpha subunit,3300021279,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214521_1000033
3300021279 assembled Ga0214521_1000008117,Ga0214521_1000008117,methyl-coenzyme M reductase alpha subunit,3300021279,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214521_1000008
3300021279 assembled Ga0214521_10008901,Ga0214521_10008901,methyl-coenzyme M reductase alpha subunit,3300021279,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214521_1000890
3300021279 assembled Ga0214521_10017652,Ga0214521_10017652,methyl-coenzyme M reductase alpha subunit,3300021279,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214521_1001765
3300021279 assembled Ga0214521_100008810,Ga0214521_100008810,methyl-coenzyme M reductase alpha subunit,3300021279,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214521_1000088
3300021285 assembled Ga0214509_100007637,Ga0214509_100007637,methyl-coenzyme M reductase alpha subunit,3300021285,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214509_1000076
3300021285 assembled Ga0214509_10064092,Ga0214509_10064092,methyl-coenzyme M reductase alpha subunit,3300021285,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214509_1006409
3300021285 assembled Ga0214509_10004159,Ga0214509_10004159,methyl-coenzyme M reductase alpha subunit,3300021285,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214509_1000415
3300021285 assembled Ga0214509_100001937,Ga0214509_100001937,methyl-coenzyme M reductase alpha subunit,3300021285,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214509_1000019
3300021285 assembled Ga0214509_100005711,Ga0214509_100005711,methyl-coenzyme M reductase alpha subunit,3300021285,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214509_1000057
3300021285 assembled Ga0214509_100016415,Ga0214509_100016415,methyl-coenzyme M reductase alpha subunit,3300021285,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 1, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214509_1000164
3300021288 assembled Ga0214511_100005240,Ga0214511_100005240,methyl-coenzyme M reductase alpha subunit,3300021288,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen5, Rep 3, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214511_1000052
3300021288 assembled Ga0214511_10065303,Ga0214511_10065303,methyl-coenzyme M reductase alpha subunit,3300021288,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen5, Rep 3, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214511_1006530
3300021288 assembled Ga0214511_100000973,Ga0214511_100000973,methyl-coenzyme M reductase alpha subunit,3300021288,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen5, Rep 3, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214511_1000009
3300021288 assembled Ga0214511_10005142,Ga0214511_10005142,methyl-coenzyme M reductase alpha subunit,3300021288,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen5, Rep 3, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214511_1000514
3300021295 assembled Ga0214522_100001388,Ga0214522_100001388,methyl-coenzyme M reductase alpha subunit,3300021295,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen10, Rep 3, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214522_1000013
3300021300 assembled Ga0214523_100008426,Ga0214523_100008426,methyl-coenzyme M reductase alpha subunit,3300021300,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen10, Rep 3, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214523_1000084
3300021300 assembled Ga0214523_10112441,Ga0214523_10112441,methyl-coenzyme M reductase alpha subunit,3300021300,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen10, Rep 3, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214523_1011244
3300021301 assembled Ga0214510_100001137,Ga0214510_100001137,methyl-coenzyme M reductase alpha subunit,3300021301,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen5, Rep 3, Penicillin and Streptomycin (*) (MER-FS) (assembled)",1,Ga0214510_1000011
3300021306 assembled Ga0214508_100056218,Ga0214508_100056218,methyl-coenzyme M reductase alpha subunit,3300021306,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen5, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214508_1000562
3300021306 assembled Ga0214508_1000009385,Ga0214508_1000009385,methyl-coenzyme M reductase alpha subunit,3300021306,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen5, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214508_1000009
3300021306 assembled Ga0214508_100006284,Ga0214508_100006284,methyl-coenzyme M reductase alpha subunit,3300021306,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen5, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214508_1000062
3300021310 assembled Ga0214507_1056043,Ga0214507_1056043,methyl-coenzyme M reductase alpha subunit,3300021310,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Bagasse, Gen5, Rep 2 (*) (MER-FS) (assembled)",1,Ga0214507_105604
3300021318 assembled Ga0214506_1000014306,Ga0214506_1000014306,methyl-coenzyme M reductase alpha subunit,3300021318,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214506_1000014
3300021318 assembled Ga0214506_100113531,Ga0214506_100113531,methyl-coenzyme M reductase alpha subunit,3300021318,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214506_1001135
3300021318 assembled Ga0214506_1000059273,Ga0214506_1000059273,methyl-coenzyme M reductase alpha subunit,3300021318,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214506_1000059
3300021318 assembled Ga0214506_100008471,Ga0214506_100008471,methyl-coenzyme M reductase alpha subunit,3300021318,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214506_1000084
3300021318 assembled Ga0214506_100172912,Ga0214506_100172912,methyl-coenzyme M reductase alpha subunit,3300021318,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen5, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214506_1001729
3300021319 assembled Ga0214520_10031137,Ga0214520_10031137,methyl-coenzyme M reductase alpha subunit,3300021319,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen10, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214520_100311
3300021319 assembled Ga0214520_100005501,Ga0214520_100005501,methyl-coenzyme M reductase alpha subunit,3300021319,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Reed Canary Grass, Gen10, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214520_100005
3300021326 assembled Ga0214518_1010984,Ga0214518_1010984,methyl-coenzyme M reductase alpha subunit,3300021326,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214518_101098
3300021326 assembled Ga0214518_100069171,Ga0214518_100069171,methyl-coenzyme M reductase alpha subunit,3300021326,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214518_100069
3300021326 assembled Ga0214518_10161217,Ga0214518_10161217,methyl-coenzyme M reductase alpha subunit,3300021326,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214518_101612
3300021326 assembled Ga0214518_10075327,Ga0214518_10075327,methyl-coenzyme M reductase alpha subunit,3300021326,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214518_100753
3300021326 assembled Ga0214518_1027812,Ga0214518_1027812,methyl-coenzyme M reductase alpha subunit,3300021326,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Alfalfa, Gen10, Rep 3 (*) (MER-FS) (assembled)",1,Ga0214518_102781
3300021349 assembled Ga0194052_10239621,Ga0194052_10239621,methyl-coenzyme M reductase alpha subunit,3300021349,"Anoxic zone freshwater microbial communities from boreal shield lake in IISD Experimental Lakes Area, Ontario, Canada - Sep2016-L227-6m (*) (MER-FS) (assembled)",1,Ga0194052_1023962
3300021360 assembled Ga0223835_1003333,Ga0223835_1003333,methyl-coenzyme M reductase alpha subunit,3300021360,"Marine sediment microbial communities from Japan Sea near Toyama Prefecture, Japan - 2016_2, 0.2 (*) (MER-FS) (assembled)",1,Ga0223835_100333
3300021360 assembled Ga0223835_1019142,Ga0223835_1019142,methyl-coenzyme M reductase alpha subunit,3300021360,"Marine sediment microbial communities from Japan Sea near Toyama Prefecture, Japan - 2016_2, 0.2 (*) (MER-FS) (assembled)",1,Ga0223835_101914
3300021387 assembled Ga0223845_104032791,Ga0223845_104032791,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_10403279
3300021387 assembled Ga0223845_122734271,Ga0223845_122734271,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_12273427
3300021387 assembled Ga0223845_126357741,Ga0223845_126357741,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_12635774
3300021387 assembled Ga0223845_1265336516,Ga0223845_1265336516,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_12653365
3300021387 assembled Ga0223845_126357731,Ga0223845_126357731,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_12635773
3300021387 assembled Ga0223845_103360111,Ga0223845_103360111,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_10336011
3300021387 assembled Ga0223845_110478685,Ga0223845_110478685,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_11047868
3300021387 assembled Ga0223845_1016786011,Ga0223845_1016786011,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_10167860
3300021387 assembled Ga0223845_1221402727,Ga0223845_1221402727,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_12214027
3300021387 assembled Ga0223845_126355022,Ga0223845_126355022,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_12635502
3300021387 assembled Ga0223845_126569125,Ga0223845_126569125,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_12656912
3300021387 assembled Ga0223845_115581154,Ga0223845_115581154,methyl-coenzyme M reductase alpha subunit,3300021387,Sheep rumen microbial communities from New Zealand - Tag 1283 SPADES assembly (*) (MER-FS) (assembled),1,Ga0223845_11558115
3300021399 assembled Ga0224415_100672134,Ga0224415_100672134,methyl-coenzyme M reductase alpha subunit,3300021399,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224415_10067213
3300021399 assembled Ga0224415_100321081,Ga0224415_100321081,methyl-coenzyme M reductase alpha subunit,3300021399,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224415_10032108
3300021399 assembled Ga0224415_1000013195,Ga0224415_1000013195,methyl-coenzyme M reductase alpha subunit,3300021399,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224415_10000131
3300021399 assembled Ga0224415_1000341214,Ga0224415_1000341214,methyl-coenzyme M reductase alpha subunit,3300021399,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224415_10003412
3300021399 assembled Ga0224415_100056785,Ga0224415_100056785,methyl-coenzyme M reductase alpha subunit,3300021399,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224415_10005678
3300021399 assembled Ga0224415_100045639,Ga0224415_100045639,methyl-coenzyme M reductase alpha subunit,3300021399,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224415_10004563
3300021400 assembled Ga0224422_122792252,Ga0224422_122792252,methyl-coenzyme M reductase alpha subunit,3300021400,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224422_12279225
3300021400 assembled Ga0224422_108713392,Ga0224422_108713392,methyl-coenzyme M reductase alpha subunit,3300021400,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224422_10871339
3300021400 assembled Ga0224422_102825049,Ga0224422_102825049,methyl-coenzyme M reductase alpha subunit,3300021400,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224422_10282504
3300021400 assembled Ga0224422_104846822,Ga0224422_104846822,methyl-coenzyme M reductase alpha subunit,3300021400,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224422_10484682
3300021400 assembled Ga0224422_1203447435,Ga0224422_1203447435,methyl-coenzyme M reductase alpha subunit,3300021400,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224422_12034474
3300021400 assembled Ga0224422_1146130316,Ga0224422_1146130316,methyl-coenzyme M reductase alpha subunit,3300021400,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224422_11461303
3300021400 assembled Ga0224422_114252992,Ga0224422_114252992,methyl-coenzyme M reductase alpha subunit,3300021400,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224422_11425299
3300021400 assembled Ga0224422_103673755,Ga0224422_103673755,methyl-coenzyme M reductase alpha subunit,3300021400,Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224422_10367375
3300021426 assembled Ga0224482_100310285,Ga0224482_100310285,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10031028
3300021426 assembled Ga0224482_100162465,Ga0224482_100162465,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10016246
3300021426 assembled Ga0224482_100853741,Ga0224482_100853741,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10085374
3300021426 assembled Ga0224482_1000131519,Ga0224482_1000131519,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10001315
3300021426 assembled Ga0224482_100213256,Ga0224482_100213256,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10021325
3300021426 assembled Ga0224482_100017841,Ga0224482_100017841,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10001784
3300021426 assembled Ga0224482_100225905,Ga0224482_100225905,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10022590
3300021426 assembled Ga0224482_103275311,Ga0224482_103275311,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10327531
3300021426 assembled Ga0224482_100171994,Ga0224482_100171994,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10017199
3300021426 assembled Ga0224482_100113956,Ga0224482_100113956,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10011395
3300021426 assembled Ga0224482_100236991,Ga0224482_100236991,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10023699
3300021426 assembled Ga0224482_101501232,Ga0224482_101501232,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10150123
3300021426 assembled Ga0224482_100565132,Ga0224482_100565132,methyl-coenzyme M reductase alpha subunit,3300021426,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224482_10056513
3300021431 assembled Ga0224423_100379223,Ga0224423_100379223,methyl-coenzyme M reductase alpha subunit,3300021431,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224423_10037922
3300021431 assembled Ga0224423_1000214522,Ga0224423_1000214522,methyl-coenzyme M reductase alpha subunit,3300021431,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224423_10002145
3300021431 assembled Ga0224423_100288691,Ga0224423_100288691,methyl-coenzyme M reductase alpha subunit,3300021431,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224423_10028869
3300021431 assembled Ga0224423_100216594,Ga0224423_100216594,methyl-coenzyme M reductase alpha subunit,3300021431,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224423_10021659
3300021431 assembled Ga0224423_100368302,Ga0224423_100368302,methyl-coenzyme M reductase alpha subunit,3300021431,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224423_10036830
3300021431 assembled Ga0224423_100320402,Ga0224423_100320402,methyl-coenzyme M reductase alpha subunit,3300021431,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224423_10032040
3300021431 assembled Ga0224423_100303742,Ga0224423_100303742,methyl-coenzyme M reductase alpha subunit,3300021431,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224423_10030374
3300021431 assembled Ga0224423_100090065,Ga0224423_100090065,methyl-coenzyme M reductase alpha subunit,3300021431,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224423_10009006
3300021431 assembled Ga0224423_1000234932,Ga0224423_1000234932,methyl-coenzyme M reductase alpha subunit,3300021431,Sheep rumen microbial communities from New Zealand - Tag 1435 SPADES assembly (*) (MER-FS) (assembled),1,Ga0224423_10002349
3300021440 assembled Ga0213919_10174751,Ga0213919_10174751,methyl-coenzyme M reductase alpha subunit,3300021440,"Freshwater microbial communities from McNutts Creek, Athens, Georgia, United States - 3-17 MG (*) (MER-FS) (assembled)",1,Ga0213919_1017475
3300021467 assembled Ga0190334_10114404,Ga0190334_10114404,methyl-coenzyme M reductase alpha subunit,3300021467,"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-7-8_MG (*) (MER-FS) (assembled)",1,Ga0190334_1011440
3300021467 assembled Ga0190334_10391841,Ga0190334_10391841,methyl-coenzyme M reductase alpha subunit,3300021467,"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-7-8_MG (*) (MER-FS) (assembled)",1,Ga0190334_1039184
3300021468 assembled Ga0190360_10302672,Ga0190360_10302672,methyl-coenzyme M reductase alpha subunit,3300021468,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-3-4_MG (*) (MER-FS) (assembled)",1,Ga0190360_1030267
3300021468 assembled Ga0190360_10628711,Ga0190360_10628711,methyl-coenzyme M reductase alpha subunit,3300021468,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-3-4_MG (*) (MER-FS) (assembled)",1,Ga0190360_1062871
3300021468 assembled Ga0190360_10121833,Ga0190360_10121833,methyl-coenzyme M reductase alpha subunit,3300021468,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-3-4_MG (*) (MER-FS) (assembled)",1,Ga0190360_1012183
3300021468 assembled Ga0190360_10067223,Ga0190360_10067223,methyl-coenzyme M reductase alpha subunit,3300021468,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-3-4_MG (*) (MER-FS) (assembled)",1,Ga0190360_1006722
3300021471 assembled Ga0190359_10074171,Ga0190359_10074171,methyl-coenzyme M reductase alpha subunit,3300021471,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-2-3_MG (*) (MER-FS) (assembled)",1,Ga0190359_1007417
3300021483 assembled Ga0190331_10105541,Ga0190331_10105541,methyl-coenzyme M reductase alpha subunit,3300021483,"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-4-5_MG (*) (MER-FS) (assembled)",1,Ga0190331_1010554
3300021483 assembled Ga0190331_10107921,Ga0190331_10107921,methyl-coenzyme M reductase alpha subunit,3300021483,"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-4-5_MG (*) (MER-FS) (assembled)",1,Ga0190331_1010792
3300021484 assembled Ga0190345_10111811,Ga0190345_10111811,methyl-coenzyme M reductase alpha subunit,3300021484,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-13-3-4_MG (*) (MER-FS) (assembled)",1,Ga0190345_1011181
3300021486 assembled Ga0190346_10026352,Ga0190346_10026352,methyl-coenzyme M reductase alpha subunit,3300021486,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-13-4-5_MG (*) (MER-FS) (assembled)",1,Ga0190346_1002635
3300021488 assembled Ga0190305_10182651,Ga0190305_10182651,methyl-coenzyme M reductase alpha subunit,3300021488,"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4870-07-2-3_MG (*) (MER-FS) (assembled)",1,Ga0190305_1018265
3300021490 assembled Ga0190330_10021674,Ga0190330_10021674,methyl-coenzyme M reductase alpha subunit,3300021490,"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-3-4_MG (*) (MER-FS) (assembled)",1,Ga0190330_1002167
3300021491 assembled Ga0190332_10146531,Ga0190332_10146531,methyl-coenzyme M reductase alpha subunit,3300021491,"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-5-6_MG (*) (MER-FS) (assembled)",1,Ga0190332_1014653
